case_id,e1,e2,e3,t1,t2,t3,total_thickness,peak_downward_uz,peak_downward_abs,mean_patch_uz,mean_patch_abs,pinn_eval_seconds,n_eval_points
random_interior_270,8.3067949,4.9413408,5.7129834,0.046165042,0.099363166,0.049526412,0.19505462,-0.1323700252,0.1323700252,-0.09981468224,0.09981468224,0.000855,441
random_interior_054,4.3693907,5.2610443,3.3395132,0.078903317,0.054005236,0.077170553,0.21007911,-0.1326545415,0.1326545415,-0.1018478447,0.1018478447,0.001121,441
random_interior_264,8.0714135,8.0991964,6.9800197,0.065882032,0.028829589,0.047518897,0.14223052,-0.1327255259,0.1327255259,-0.1059351231,0.1059351231,0.000812,441
random_interior_402,7.3812721,1.3214401,6.3748601,0.07883102,0.076088324,0.057754262,0.21267361,-0.1330064419,0.1330064419,-0.1005511433,0.1005511433,0.001266,441
random_interior_193,8.9820769,7.2169139,2.6695896,0.048837815,0.099159486,0.074076582,0.22207388,-0.1333010817,0.1333010817,-0.0978047223,0.0978047223,0.000775,441
random_interior_467,7.7132293,8.3769585,6.9047474,0.029575833,0.085944632,0.04581502,0.16133549,-0.1350199059,0.1350199059,-0.1035673157,0.1035673157,0.000803,441
random_interior_150,6.2633281,2.8504214,4.7587481,0.054049803,0.094894767,0.073005861,0.22195043,-0.1366039652,0.1366039652,-0.1021844671,0.1021844671,0.000842,441
random_interior_373,3.5699009,7.2278555,5.4637285,0.058843161,0.054021123,0.067773661,0.18063795,-0.1370629506,0.1370629506,-0.1077222295,0.1077222295,0.000776,441
random_interior_424,4.1118527,4.8102985,7.3041164,0.026589041,0.083147704,0.08719521,0.19693196,-0.137254337,0.137254337,-0.1027213477,0.1027213477,0.000845,441
random_interior_407,7.6353115,2.472981,8.0834488,0.073142308,0.042021418,0.045186655,0.16035038,-0.1374497252,0.1374497252,-0.1084255882,0.1084255882,0.000785,441
random_interior_077,4.9461897,8.5299217,8.5927279,0.059229051,0.02662479,0.059689632,0.14554347,-0.1383067009,0.1383067009,-0.1105839489,0.1105839489,0.000921,441
random_interior_216,8.5050633,8.6362359,5.5471442,0.086008057,0.040919454,0.034488615,0.16141613,-0.1385281078,0.1385281078,-0.1071282607,0.1071282607,0.000903,441
random_interior_218,3.5881563,3.2363841,4.4789248,0.069711414,0.070623122,0.061114419,0.20144896,-0.1390393832,0.1390393832,-0.107893044,0.107893044,0.000792,441
