case_id,e1,e2,e3,t1,t2,t3,total_thickness,peak_downward_uz,peak_downward_abs,mean_patch_uz,mean_patch_abs,pinn_eval_seconds,n_eval_points
random_interior_348,3.9175016,8.6417856,4.7384584,0.085957709,0.046807752,0.088725274,0.22149073,-0.1395802655,0.1395802655,-0.1039370593,0.1039370593,0.000783,441
random_interior_484,5.3879163,3.4762476,5.0978355,0.039195991,0.078330233,0.094697437,0.21222366,-0.1400256675,0.1400256675,-0.1044669745,0.1044669745,0.000786,441
random_interior_000,7.5534842,2.646543,6.2389655,0.063277321,0.087572338,0.033370772,0.18422043,-0.1404372028,0.1404372028,-0.1084156884,0.1084156884,0.012266,441
random_interior_155,5.9986849,7.8418262,1.7901513,0.062665548,0.085736189,0.096124247,0.24452598,-0.1406444138,0.1406444138,-0.1007860363,0.1007860363,0.000801,441
random_interior_485,6.1243532,4.0978464,1.9152105,0.078190077,0.074992152,0.063993731,0.21717596,-0.1418862221,0.1418862221,-0.1081999813,0.1081999813,0.000767,441
random_interior_259,5.324423,1.5147679,8.6194685,0.046222634,0.085426821,0.084680452,0.21632991,-0.1421454686,0.1421454686,-0.1068267313,0.1068267313,0.000825,441
random_interior_035,4.1318616,7.0182588,3.9605599,0.038296481,0.088323135,0.077442796,0.20406241,-0.1422519536,0.1422519536,-0.107776318,0.107776318,0.001314,441
random_interior_217,6.2839517,8.1258008,7.0696099,0.086455705,0.034721536,0.040279304,0.16145655,-0.1431776608,0.1431776608,-0.1109616993,0.1109616993,0.000795,441
random_interior_157,2.388468,6.1822093,8.6384278,0.070896516,0.071262998,0.047116525,0.18927604,-0.1433202796,0.1433202796,-0.1113562945,0.1113562945,0.000800,441
random_interior_295,6.4746466,1.6414294,4.7763193,0.091335001,0.04968411,0.088324752,0.22934386,-0.1433477192,0.1433477192,-0.1048542172,0.1048542172,0.000785,441
random_interior_125,6.9706122,4.4089366,5.991079,0.026521028,0.079953323,0.079294591,0.18576894,-0.143407114,0.143407114,-0.1080023292,0.1080023292,0.000826,441
random_interior_420,2.6919868,5.787014,2.255002,0.066341025,0.091844455,0.090351861,0.24853734,-0.1434305227,0.1434305227,-0.1059245457,0.1059245457,0.000771,441
random_interior_074,6.1319293,5.0364,3.9230553,0.09591153,0.039828656,0.096955035,0.23269522,-0.143630507,0.143630507,-0.1019889619,0.1019889619,0.000981,441
random_interior_046,2.450526,3.2905565,7.493146,0.087203515,0.057855837,0.096588998,0.24164835,-0.1437957773,0.1437957773,-0.1055601637,0.1055601637,0.001148,441
random_interior_140,7.6243406,3.3224694,6.5011926,0.096831865,0.022378961,0.063667826,0.18287865,-0.1442679333,0.1442679333,-0.1071483794,0.1071483794,0.000795,441
random_interior_277,9.4886111,1.875922,9.216615,0.081472187,0.080969943,0.025379047,0.18782118,-0.1444466005,0.1444466005,-0.108670425,0.108670425,0.000897,441
random_interior_303,9.7394926,1.6246589,8.4608656,0.090127783,0.078401992,0.038613667,0.20714344,-0.1450484932,0.1450484932,-0.1054712274,0.1054712274,0.000772,441
random_interior_405,5.9484312,8.7384579,5.8192043,0.034699429,0.076689851,0.051411274,0.16280055,-0.1456692316,0.1456692316,-0.1130737461,0.1130737461,0.000791,441
random_interior_458,7.4583963,1.1479977,7.4740375,0.084767766,0.02928515,0.079408293,0.19346121,-0.1458296076,0.1458296076,-0.1105996122,0.1105996122,0.000928,441
random_interior_239,5.8114588,8.8990908,3.1280642,0.037060769,0.096148951,0.069317072,0.20252679,-0.1460847694,0.1460847694,-0.1099777218,0.1099777218,0.000826,441
random_interior_312,2.9522963,4.7455765,4.1605023,0.065745842,0.072337146,0.062254742,0.20033773,-0.146088129,0.146088129,-0.1135846756,0.1135846756,0.000777,441
random_interior_350,9.2663815,2.4840344,5.972159,0.093226838,0.069202501,0.028626866,0.19105621,-0.1465406538,0.1465406538,-0.1080964736,0.1080964736,0.000856,441
random_interior_147,7.9039011,6.9349063,8.9811643,0.078587879,0.024753021,0.036218263,0.13955916,-0.1479416853,0.1479416853,-0.1164221399,0.1164221399,0.000811,441
random_interior_333,4.9870955,9.8378323,6.6545617,0.0292381,0.097822607,0.051829104,0.17888981,-0.1481898134,0.1481898134,-0.1118550521,0.1118550521,0.000910,441
random_interior_115,2.2851177,3.8593605,8.8904648,0.062663281,0.086197766,0.056565826,0.20542687,-0.148758404,0.148758404,-0.1140160715,0.1140160715,0.000820,441
random_interior_275,9.4242217,1.8674097,5.5419279,0.047827209,0.075084615,0.086904941,0.20981677,-0.149226507,0.149226507,-0.1114945861,0.1114945861,0.000759,441
random_interior_130,7.8750001,5.1854569,8.9997239,0.046540729,0.062830739,0.028468978,0.13784045,-0.1494129062,0.1494129062,-0.1191724137,0.1191724137,0.001006,441
random_interior_403,8.5697306,8.7002902,6.4690078,0.029622028,0.09363212,0.038580689,0.16183484,-0.1505069373,0.1505069373,-0.114432279,0.114432279,0.000829,441
random_interior_272,4.1500351,3.7985484,5.5352059,0.059098992,0.038437744,0.099384116,0.19692085,-0.1505155437,0.1505155437,-0.114829213,0.114829213,0.000788,441
random_interior_341,2.9536604,5.2628969,4.8531838,0.088539035,0.070089979,0.051945547,0.21057456,-0.1516039537,0.1516039537,-0.1150612605,0.1150612605,0.000952,441
random_interior_151,4.6292258,6.5352376,5.4891942,0.025145072,0.095134713,0.076556976,0.19683676,-0.1517710234,0.1517710234,-0.113058754,0.113058754,0.001049,441
random_interior_075,5.7995359,6.8322747,2.0878614,0.070609956,0.05982078,0.072462248,0.20289298,-0.1521723388,0.1521723388,-0.1177317201,0.1177317201,0.000938,441
random_interior_011,5.4094948,1.9466633,9.9819366,0.025736775,0.069526815,0.097334349,0.19259794,-0.1533397997,0.1533397997,-0.1140214417,0.1140214417,0.001725,441
random_interior_134,7.2838501,9.1678714,3.5653361,0.059947711,0.038317089,0.068047444,0.16631224,-0.1543507218,0.1543507218,-0.1217678671,0.1217678671,0.000809,441
random_interior_024,4.1571811,5.2271822,6.2705337,0.046305265,0.040199701,0.077020963,0.16352593,-0.1549053984,0.1549053984,-0.1221026595,0.1221026595,0.001229,441
random_interior_037,6.7330187,6.6478058,4.3524205,0.061985136,0.023740885,0.076863658,0.16258968,-0.1550196874,0.1550196874,-0.1220506783,0.1220506783,0.001305,441
random_interior_493,1.7615636,8.4201471,5.1331804,0.086238103,0.078929542,0.075450172,0.24061782,-0.1569556681,0.1569556681,-0.1159996417,0.1159996417,0.001450,441
random_interior_471,2.4184702,8.8144459,6.3304567,0.067270037,0.063373891,0.056717978,0.18736191,-0.1570185257,0.1570185257,-0.122477322,0.122477322,0.000781,441
random_interior_442,5.0312563,8.981212,2.9070775,0.072278353,0.070819634,0.042886768,0.18598476,-0.1571952847,0.1571952847,-0.1229255727,0.1229255727,0.000866,441
random_interior_234,2.9701763,3.3220558,3.3104715,0.090058265,0.073074122,0.091611841,0.25474423,-0.1573711271,0.1573711271,-0.113766724,0.113766724,0.000764,441
random_interior_086,6.7268153,7.357282,2.873352,0.096211534,0.042115462,0.089792782,0.22811978,-0.1587295836,0.1587295836,-0.1132783751,0.1132783751,0.000924,441
random_interior_468,3.7188538,3.273451,7.8246828,0.026502135,0.086055354,0.093476648,0.20603414,-0.1593118042,0.1593118042,-0.1176033652,0.1176033652,0.000757,441
random_interior_344,9.2855544,8.1979785,6.739925,0.02540547,0.097728471,0.043643425,0.16677737,-0.1599567535,0.1599567535,-0.1197547796,0.1197547796,0.000878,441
random_interior_268,9.9112176,4.2983939,2.4517902,0.074590408,0.057615522,0.095179,0.22738493,-0.160462545,0.160462545,-0.1158918145,0.1158918145,0.000987,441
random_interior_376,7.9281844,8.9398726,4.6926856,0.026945679,0.067014829,0.065993961,0.15995447,-0.1625669576,0.1625669576,-0.1252417248,0.1252417248,0.000843,441
random_interior_490,6.8790706,3.663896,2.4249527,0.062933015,0.098124453,0.063348217,0.22440568,-0.1631872228,0.1631872228,-0.121505808,0.121505808,0.001874,441
random_interior_476,3.5858072,6.3473055,7.3049379,0.061270528,0.039554351,0.053550219,0.1543751,-0.1642486532,0.1642486532,-0.1310477482,0.1310477482,0.000780,441
random_interior_132,8.101634,4.0361691,2.5003611,0.078255774,0.065888784,0.037501899,0.18164646,-0.1643992062,0.1643992062,-0.1277380093,0.1277380093,0.000849,441
random_interior_060,9.4072695,3.072638,4.6474207,0.041039915,0.087467813,0.072499281,0.20100701,-0.1644575263,0.1644575263,-0.1228243889,0.1228243889,0.001175,441
random_interior_293,7.6308012,9.8139615,7.049849,0.038772887,0.023454435,0.070278549,0.13250587,-0.1646656904,0.1646656904,-0.130452639,0.130452639,0.000771,441
random_interior_082,5.6433873,1.6369581,4.4173539,0.095462973,0.051082241,0.094845023,0.24139024,-0.1659709995,0.1659709995,-0.1184003315,0.1184003315,0.001006,441
random_interior_092,6.7959445,6.052448,3.0256977,0.066428108,0.034001241,0.071771753,0.1722011,-0.1663622111,0.1663622111,-0.1308041189,0.1308041189,0.000939,441
random_interior_081,8.0561826,9.6915176,3.4101459,0.061045444,0.069438924,0.025521228,0.1560056,-0.1666387178,0.1666387178,-0.1319547523,0.1319547523,0.000936,441
random_interior_195,7.4211643,9.7969214,2.2662041,0.069694087,0.050112189,0.065861907,0.18566818,-0.1666796487,0.1666796487,-0.1299442259,0.1299442259,0.000808,441
random_interior_129,6.6136165,3.165519,8.3175245,0.020437425,0.053342032,0.081114147,0.1548936,-0.1668265292,0.1668265292,-0.1279932551,0.1279932551,0.001446,441
random_interior_010,4.1583195,8.3253708,6.957252,0.042897103,0.034356388,0.074816467,0.15206996,-0.1674495965,0.1674495965,-0.1321970355,0.1321970355,0.001618,441
random_interior_181,5.3832309,1.3861626,4.476087,0.069481376,0.077142592,0.055795381,0.20241935,-0.1675781831,0.1675781831,-0.1290313573,0.1290313573,0.000815,441
random_interior_433,4.6211987,1.4999077,8.1899812,0.086505128,0.021694672,0.084115949,0.19231575,-0.1677230368,0.1677230368,-0.1271453338,0.1271453338,0.000793,441
random_interior_474,8.4351682,8.7003541,3.270275,0.048103949,0.087609551,0.028289649,0.16400315,-0.1688366748,0.1688366748,-0.1315873726,0.1315873726,0.000778,441
random_interior_466,3.560259,7.6809629,9.7505391,0.094087766,0.064927885,0.033317149,0.1923328,-0.1695927783,0.1695927783,-0.1262818477,0.1262818477,0.000779,441
random_interior_018,5.606144,1.4408529,4.5585245,0.084568707,0.082425202,0.048341357,0.21533527,-0.1697447142,0.1697447142,-0.127457402,0.127457402,0.001295,441
random_interior_464,5.8234663,7.6939154,6.2053931,0.028138904,0.080054096,0.048254483,0.15644748,-0.1699963811,0.1699963811,-0.1311560503,0.1311560503,0.000782,441
random_interior_488,5.4991945,1.0924375,5.7385172,0.069968666,0.080546765,0.054980574,0.20549601,-0.1706390856,0.1706390856,-0.1307422732,0.1307422732,0.001350,441
random_interior_382,5.352479,7.4853958,8.0870176,0.040896932,0.060244534,0.036993395,0.13813486,-0.1709229457,0.1709229457,-0.1359515248,0.1359515248,0.000771,441
random_interior_229,5.5669949,2.7998628,4.2605967,0.056319639,0.093805421,0.046233309,0.19635837,-0.1710495337,0.1710495337,-0.1309974056,0.1309974056,0.000785,441
random_interior_015,6.2153611,6.3199885,2.4179191,0.05214847,0.086619145,0.046802988,0.1855706,-0.1715126199,0.1715126199,-0.1330571135,0.1330571135,0.001281,441
random_interior_194,8.2040388,6.0736769,6.2156303,0.085307503,0.037458047,0.02581386,0.14857941,-0.1720125862,0.1720125862,-0.1335916615,0.1335916615,0.000807,441
random_interior_041,4.487313,8.4950015,1.3279932,0.059191452,0.090188817,0.07183188,0.22121215,-0.1720767736,0.1720767736,-0.1326587667,0.1326587667,0.001267,441
random_interior_489,6.9760082,6.0318294,3.8964576,0.058039948,0.025321102,0.075156202,0.15851725,-0.1725969431,0.1725969431,-0.1362058043,0.1362058043,0.000938,441
random_interior_394,2.4125706,7.3798639,7.2746564,0.087783021,0.056961698,0.053481468,0.19822619,-0.1729252096,0.1729252096,-0.131663497,0.131663497,0.000789,441
random_interior_486,2.8147151,2.8124002,4.4314243,0.047561268,0.082513137,0.085672414,0.21574682,-0.1730150036,0.1730150036,-0.1309925478,0.1309925478,0.000865,441
random_interior_230,8.1351217,2.6224232,6.1412705,0.08082331,0.096758127,0.020085222,0.19766666,-0.1732338872,0.1732338872,-0.1281257866,0.1281257866,0.000776,441
random_interior_294,8.4835255,8.2672291,3.1094695,0.051279174,0.097104708,0.022998001,0.17138188,-0.1735669102,0.1735669102,-0.1339470448,0.1339470448,0.000765,441
random_interior_257,7.7629281,2.9665645,6.4434085,0.032954167,0.083244716,0.054796288,0.17099517,-0.1735919519,0.1735919519,-0.1326855449,0.1326855449,0.000771,441
random_interior_332,6.2734884,4.1010542,5.6466102,0.092956978,0.029596891,0.048149945,0.17070381,-0.173680249,0.173680249,-0.1320625375,0.1320625375,0.000831,441
random_interior_019,1.9614594,8.9772979,8.2510047,0.069682913,0.035590855,0.091728913,0.19700268,-0.1740445744,0.1740445744,-0.1331222011,0.1331222011,0.001180,441
random_interior_159,4.6439402,4.5841863,3.2162182,0.094141836,0.098715652,0.033420167,0.22627766,-0.1756120501,0.1756120501,-0.1263688573,0.1263688573,0.000821,441
random_interior_369,6.1759875,2.1823711,6.803971,0.055167886,0.052002748,0.048348425,0.15551906,-0.1760991431,0.1760991431,-0.1401040413,0.1401040413,0.000781,441
random_interior_099,5.8638354,9.5286882,3.0297068,0.07452563,0.036997448,0.082062646,0.19358572,-0.1763154599,0.1763154599,-0.1352169927,0.1352169927,0.000982,441
random_interior_231,1.6329395,7.4716736,3.4843447,0.065549884,0.093789123,0.062544154,0.22188316,-0.1776201816,0.1776201816,-0.1355786908,0.1355786908,0.000798,441
random_interior_005,7.985484,2.7232597,5.3548226,0.074505795,0.024751136,0.056498144,0.15575507,-0.1776633203,0.1776633203,-0.1396128911,0.1396128911,0.007705,441
random_interior_280,4.1401566,5.9147748,6.268086,0.037508066,0.083563758,0.044605865,0.16567769,-0.1777823031,0.1777823031,-0.1378162034,0.1378162034,0.000772,441
random_interior_337,2.5718583,6.7990755,6.4086246,0.065874759,0.043056526,0.059781414,0.1687127,-0.1783170752,0.1783170752,-0.141062548,0.141062548,0.000785,441
random_interior_389,9.2917792,9.2849678,3.242126,0.043324551,0.051793275,0.057916882,0.15303471,-0.1787417332,0.1787417332,-0.1408758831,0.1408758831,0.000813,441
random_interior_107,2.5007697,4.9637181,7.561082,0.080079796,0.069502418,0.037038801,0.18662102,-0.179078209,0.179078209,-0.1382458931,0.1382458931,0.001091,441
random_interior_379,6.9002273,3.9239282,2.4000135,0.076026857,0.038082234,0.087036119,0.20114521,-0.1796380745,0.1796380745,-0.1364417445,0.1364417445,0.000806,441
random_interior_288,1.9420606,5.2495573,2.0330187,0.076129423,0.099817775,0.094027626,0.26997482,-0.181643774,0.181643774,-0.1290289268,0.1290289268,0.000798,441
random_interior_465,2.3579561,2.7719366,2.9536977,0.066124354,0.081884515,0.096958935,0.2449678,-0.181771152,0.181771152,-0.1343763042,0.1343763042,0.000769,441
random_interior_315,6.4308099,3.2772199,3.9360231,0.086873605,0.052013558,0.0349661,0.17385326,-0.1823453965,0.1823453965,-0.140820952,0.140820952,0.000974,441
random_interior_319,9.3846052,7.1884263,1.3918271,0.075605061,0.059727637,0.051801399,0.1871341,-0.1842673744,0.1842673744,-0.1441588508,0.1441588508,0.000780,441
random_interior_235,7.50472,2.0432242,3.208599,0.082420077,0.054956128,0.046991951,0.18436816,-0.1843888803,0.1843888803,-0.1421935311,0.1421935311,0.000764,441
random_interior_440,6.9112855,5.5514329,2.2986356,0.042048485,0.078085078,0.089520827,0.20965439,-0.1856206603,0.1856206603,-0.1380278414,0.1380278414,0.000878,441
random_interior_367,4.8272824,8.9661018,1.4271886,0.079486502,0.070287484,0.065904165,0.21567815,-0.1865235515,0.1865235515,-0.1444783944,0.1444783944,0.000778,441
random_interior_438,9.1630352,2.2304299,5.4236129,0.031021634,0.061471348,0.072833951,0.16532693,-0.1874153003,0.1874153003,-0.1440514859,0.1440514859,0.000778,441
random_interior_448,2.1177029,5.5883399,5.2441387,0.088678058,0.062446251,0.058931437,0.21005575,-0.1875598621,0.1875598621,-0.1421802088,0.1421802088,0.000760,441
random_interior_182,4.4324799,1.0438523,9.1045166,0.09734939,0.071473806,0.083582808,0.252406,-0.1880399692,0.1880399692,-0.1333147031,0.1333147031,0.000846,441
random_interior_039,9.8906174,4.7374069,1.6892088,0.066601714,0.078163515,0.041051082,0.18581631,-0.1881388365,0.1881388365,-0.145213999,0.145213999,0.001265,441
random_interior_439,4.3638858,3.7932587,7.4135364,0.03417393,0.082612095,0.048754402,0.16554043,-0.1886162823,0.1886162823,-0.1455564522,0.1455564522,0.000779,441
random_interior_189,8.5278468,2.6487019,8.0612743,0.025778908,0.030847467,0.087376233,0.14400261,-0.1888344447,0.1888344447,-0.1453490577,0.1453490577,0.000783,441
random_interior_093,6.1209999,5.6223488,5.6317097,0.061053307,0.020310932,0.058237789,0.13960203,-0.1893839488,0.1893839488,-0.1515054142,0.1515054142,0.000904,441
random_interior_286,7.9099387,5.3515286,1.6256842,0.050817695,0.08963673,0.077268822,0.21772325,-0.1895473718,0.1895473718,-0.1408023888,0.1408023888,0.000915,441
random_interior_164,3.8022556,8.0435977,9.1721605,0.06705401,0.044027764,0.030264896,0.14134667,-0.1904588746,0.1904588746,-0.1516800459,0.1516800459,0.000805,441
random_interior_401,1.3865436,9.2525408,5.1898858,0.050226136,0.089067074,0.072302768,0.21159598,-0.1905141482,0.1905141482,-0.1449585603,0.1449585603,0.000848,441
random_interior_453,2.3942239,9.7903291,6.628069,0.074042725,0.069864718,0.037458367,0.18136581,-0.1917347574,0.1917347574,-0.148591281,0.148591281,0.000782,441
random_interior_177,4.4491111,7.2907996,7.9451849,0.091720563,0.030661431,0.041422799,0.16380479,-0.19469949,0.19469949,-0.1485619791,0.1485619791,0.000906,441
random_interior_052,5.8471666,1.4074838,8.1345808,0.03818544,0.035034106,0.087105949,0.16032549,-0.1947309279,0.1947309279,-0.1517976358,0.1517976358,0.001140,441
random_interior_036,2.2463606,5.9475796,8.4181385,0.082283575,0.091759421,0.030811487,0.20485448,-0.1957115261,0.1957115261,-0.146971692,0.146971692,0.001536,441
random_interior_094,6.755101,3.3784439,2.2237949,0.057614455,0.055328119,0.071655267,0.18459784,-0.1957127471,0.1957127471,-0.1524036017,0.1524036017,0.000909,441
random_interior_008,2.7105498,2.7696249,4.336145,0.043871734,0.075707595,0.086298096,0.20587743,-0.1959436906,0.1959436906,-0.1490786634,0.1490786634,0.024241,441
random_interior_456,6.0491796,1.3377342,6.7066686,0.049903212,0.049168283,0.062649538,0.16172103,-0.196229451,0.196229451,-0.1552354678,0.1552354678,0.000766,441
random_interior_346,4.5510101,7.69844,8.598474,0.071081451,0.041265535,0.025291055,0.13763804,-0.1982499423,0.1982499423,-0.1577452237,0.1577452237,0.000789,441
random_interior_393,7.2112471,1.2730456,9.9222487,0.091612021,0.070886076,0.025282525,0.18778062,-0.1994070016,0.1994070016,-0.1477097474,0.1477097474,0.000790,441
random_interior_287,7.6292189,2.626318,2.3270392,0.070757667,0.047724342,0.062581284,0.18106329,-0.199441489,0.199441489,-0.1555611742,0.1555611742,0.000888,441
random_interior_390,5.4751286,3.6805734,6.0277142,0.03956228,0.040417362,0.064277252,0.14425689,-0.1996374016,0.1996374016,-0.1586952591,0.1586952591,0.000786,441
random_interior_399,3.7833542,8.8218247,8.0154392,0.099268741,0.059466227,0.035116398,0.19385137,-0.1996564656,0.1996564656,-0.1459126959,0.1459126959,0.000787,441
random_interior_321,5.7063483,9.2519927,4.5115796,0.039571739,0.040489967,0.072673563,0.15273527,-0.1996724458,0.1996724458,-0.156729917,0.156729917,0.000778,441
random_interior_025,2.1853529,1.9261904,6.6909416,0.077176675,0.077161542,0.05667505,0.21101327,-0.2005398072,0.2005398072,-0.1530534406,0.1530534406,0.001638,441
random_interior_057,2.5753619,9.7503454,7.4277613,0.084332091,0.081922543,0.025442031,0.19169666,-0.2005719006,0.2005719006,-0.1516847349,0.1516847349,0.001089,441
random_interior_021,6.8504407,2.4540032,8.1307057,0.065973851,0.038500954,0.035537728,0.14001253,-0.2019076639,0.2019076639,-0.1613379468,0.1613379468,0.001380,441
random_interior_359,6.9728891,1.724056,5.963572,0.034712002,0.062963583,0.064929045,0.16260463,-0.2030518622,0.2030518622,-0.1580104226,0.1580104226,0.000944,441
random_interior_027,2.9370487,8.7574748,8.9353583,0.088982287,0.077180245,0.022703012,0.18886554,-0.2032344365,0.2032344365,-0.152275859,0.152275859,0.001183,441
random_interior_355,8.096767,5.689618,3.6631829,0.027515861,0.074375708,0.060155705,0.16204727,-0.2033928032,0.2033928032,-0.1561484992,0.1561484992,0.000778,441
random_interior_434,3.7900669,9.0544961,5.5416103,0.023541954,0.073457733,0.070891801,0.16789149,-0.2033985433,0.2033985433,-0.1549971542,0.1549971542,0.000852,441
random_interior_285,8.9703425,6.3858378,4.5154272,0.024290012,0.063271754,0.099693353,0.18725512,-0.2035290614,0.2035290614,-0.1478797953,0.1478797953,0.000800,441
random_interior_447,5.962037,3.0228565,3.637578,0.034156979,0.076040097,0.075048111,0.18524519,-0.2046626174,0.2046626174,-0.1559222623,0.1559222623,0.000775,441
random_interior_138,5.5267762,1.5035651,2.91192,0.081435476,0.08679541,0.095692602,0.26392349,-0.2049314198,0.2049314198,-0.1438637557,0.1438637557,0.000805,441
random_interior_450,2.1616406,6.5797241,6.903358,0.091106849,0.062422939,0.048108213,0.201638,-0.2051173943,0.2051173943,-0.1545767729,0.1545767729,0.000799,441
random_interior_032,2.8176794,2.639944,5.9280189,0.053872916,0.068560459,0.051999168,0.17443254,-0.2069564609,0.2069564609,-0.1625651329,0.1625651329,0.001422,441
random_interior_261,2.69693,5.7801763,4.3227051,0.094753244,0.040330544,0.080810521,0.21589431,-0.207649902,0.207649902,-0.1541727993,0.1541727993,0.000794,441
random_interior_497,7.8439882,1.5456855,3.0435833,0.062562764,0.052431479,0.092538915,0.20753316,-0.2084751258,0.2084751258,-0.1565973054,0.1565973054,0.001457,441
random_interior_339,2.2433076,4.0558014,2.9284436,0.048832318,0.091815996,0.074329278,0.21497759,-0.2096141434,0.2096141434,-0.1591786072,0.1591786072,0.000778,441
random_interior_380,5.5556714,6.6778434,9.5444311,0.043994996,0.034559523,0.042019619,0.12057414,-0.2096176282,0.2096176282,-0.1689060966,0.1689060966,0.000792,441
random_interior_278,3.7136562,1.8795457,6.0739493,0.036292638,0.059696073,0.082309654,0.17829836,-0.2103517296,0.2103517296,-0.1623526584,0.1623526584,0.000771,441
random_interior_243,5.9749835,3.3436749,2.5124305,0.055541895,0.053291597,0.097018264,0.20585176,-0.2109996009,0.2109996009,-0.158597872,0.158597872,0.000776,441
random_interior_483,8.8502502,3.6299694,2.2892982,0.084074653,0.046063214,0.043620565,0.17375843,-0.2120578982,0.2120578982,-0.1634093702,0.1634093702,0.000800,441
random_interior_343,8.4471534,8.1583003,2.4926777,0.028660623,0.093904415,0.066711054,0.18927609,-0.2121249202,0.2121249202,-0.1579174491,0.1579174491,0.000834,441
random_interior_499,4.7746812,1.4937222,4.5439014,0.097994406,0.087256765,0.056970045,0.24222122,-0.2122999527,0.2122999527,-0.1495393506,0.1495393506,0.001579,441
random_interior_334,7.065466,1.8500976,2.6628978,0.068634159,0.094135371,0.050963494,0.21373302,-0.212634225,0.212634225,-0.1595977414,0.1595977414,0.000823,441
random_interior_381,7.6050717,3.3545872,7.495632,0.054250878,0.022686781,0.051085066,0.12802272,-0.21311267,0.21311267,-0.1711821175,0.1711821175,0.000784,441
random_interior_345,9.951696,8.2522707,5.1420648,0.041732041,0.039990559,0.039904789,0.12162739,-0.214152951,0.214152951,-0.1715885085,0.1715885085,0.000790,441
random_interior_301,5.9937989,1.2474116,7.7974414,0.094305044,0.027179582,0.055980607,0.17746523,-0.2146626186,0.2146626186,-0.1614571739,0.1614571739,0.000775,441
random_interior_498,5.701632,2.6339097,6.7758324,0.021360013,0.095532406,0.094192494,0.21108491,-0.2150085763,0.2150085763,-0.1541437864,0.1541437864,0.004328,441
random_interior_417,9.7959105,8.4004048,2.0732078,0.095943351,0.037831185,0.053753196,0.18752773,-0.2153772165,0.2153772165,-0.1586324879,0.1586324879,0.000771,441
random_interior_166,6.4387695,6.5438813,2.6997436,0.069594858,0.022502749,0.071623892,0.1637215,-0.216058118,0.216058118,-0.1697506835,0.1697506835,0.000808,441
random_interior_356,8.6825141,5.3875181,2.2062725,0.050929121,0.046032007,0.064818575,0.1617797,-0.2166912826,0.2166912826,-0.1705499686,0.1705499686,0.000774,441
random_interior_162,9.7570772,7.5524194,5.0181333,0.030863487,0.028825567,0.067628911,0.12731796,-0.2168464312,0.2168464312,-0.1707676303,0.1707676303,0.000829,441
random_interior_009,5.9120873,1.9516484,8.8592899,0.084216432,0.031832898,0.036441192,0.15249052,-0.2200216455,0.2200216455,-0.1711201317,0.1711201317,0.013266,441
random_interior_347,3.5893272,3.3943503,8.6364382,0.092756592,0.040052431,0.041439772,0.1742488,-0.2207974343,0.2207974343,-0.1675306612,0.1675306612,0.000787,441
random_interior_042,3.0602478,9.2747815,9.8262598,0.049443751,0.034896646,0.047040225,0.13138062,-0.2209090335,0.2209090335,-0.1770562068,0.1770562068,0.001338,441
random_interior_192,5.7240967,1.500036,3.5708395,0.049767525,0.053494807,0.087128351,0.19039068,-0.2215576862,0.2215576862,-0.1701603251,0.1701603251,0.000808,441
random_interior_325,2.6955274,4.5248741,4.9769444,0.047899436,0.054810335,0.061228859,0.16393863,-0.2220023909,0.2220023909,-0.1754482331,0.1754482331,0.000768,441
random_interior_187,9.6034124,2.7993932,1.6347929,0.081685181,0.08710509,0.0388211,0.20761137,-0.2237248685,0.2237248685,-0.1667657763,0.1667657763,0.000885,441
random_interior_427,8.131709,2.0185466,1.8426792,0.067155157,0.057414394,0.081117512,0.20568706,-0.2241841494,0.2241841494,-0.1698650319,0.1698650319,0.000833,441
random_interior_370,4.1959615,1.3141675,4.3709743,0.059206789,0.040077303,0.088650481,0.18793457,-0.2245088788,0.2245088788,-0.1738613455,0.1738613455,0.000777,441
random_interior_017,5.2819946,7.9479183,2.3658987,0.044381767,0.060712562,0.087563062,0.19265739,-0.2247677776,0.2247677776,-0.1707285984,0.1707285984,0.001730,441
random_interior_170,9.3495931,1.7141003,3.1523983,0.056412259,0.040046446,0.075901144,0.17235985,-0.2251538707,0.2251538707,-0.1747933301,0.1747933301,0.000834,441
random_interior_204,4.5514437,3.7855187,8.5621483,0.047518212,0.068558864,0.023776376,0.13985345,-0.2271823457,0.2271823457,-0.1805988108,0.1805988108,0.000836,441
random_interior_392,5.8397032,5.923392,6.1842039,0.027357283,0.034718647,0.069198996,0.13127493,-0.2274749323,0.2274749323,-0.1793406395,0.1793406395,0.000782,441
random_interior_156,1.5280114,5.1121138,7.5344374,0.042590067,0.083083144,0.057550279,0.18322349,-0.2283153132,0.2283153132,-0.1759653615,0.1759653615,0.000810,441
random_interior_126,6.6372219,5.5380155,3.5242618,0.0777189,0.026841381,0.045073751,0.14963403,-0.2292929927,0.2292929927,-0.1806869935,0.1806869935,0.000826,441
random_interior_324,7.5238425,3.4872664,3.752677,0.085367311,0.042049083,0.028761697,0.15617809,-0.2311050577,0.2311050577,-0.1793028426,0.1793028426,0.000797,441
random_interior_297,4.8859582,3.2225029,6.2469248,0.035726643,0.086056709,0.038551088,0.16033444,-0.2319700103,0.2319700103,-0.1791838022,0.1791838022,0.000773,441
random_interior_316,1.7361643,8.0324118,5.4695877,0.045652405,0.060760208,0.072594131,0.17900674,-0.2334624784,0.2334624784,-0.1815779426,0.1815779426,0.000815,441
