stage,step,total,pde,bc_sides,free_top,free_bot,load,energy,impact_invariance,impact_contact,friction_coulomb,friction_stick,interface_u,data,fem_mae,fem_max_err
lbfgs,31,0.032571859657764435,0.00238517252728343,0.004438862204551697,0.02920558676123619,0.03524889051914215,0.0017591748619452119,-0.057771388441324234,0.0,0.1031050980091095,4.634317883756012e-05,0.00018208762048743665,0.0,0.0,0.0,0.0
lbfgs,32,0.032571859657764435,0.00238517252728343,0.004438862204551697,0.02920558676123619,0.03524889051914215,0.0017591748619452119,-0.057771388441324234,0.0,0.1031050980091095,4.634317883756012e-05,0.00018208762048743665,0.0,0.0,0.0,0.0
lbfgs,33,0.032571859657764435,0.00238517252728343,0.004438862204551697,0.02920558676123619,0.03524889051914215,0.0017591748619452119,-0.057771388441324234,0.0,0.1031050980091095,4.634317883756012e-05,0.00018208762048743665,0.0,0.0,0.0,0.0
lbfgs,34,0.032571859657764435,0.00238517252728343,0.004438862204551697,0.02920558676123619,0.03524889051914215,0.0017591748619452119,-0.057771388441324234,0.0,0.1031050980091095,4.634317883756012e-05,0.00018208762048743665,0.0,0.0,0.0,0.0
lbfgs,35,0.032571859657764435,0.00238517252728343,0.004438862204551697,0.02920558676123619,0.03524889051914215,0.0017591748619452119,-0.057771388441324234,0.0,0.1031050980091095,4.634317883756012e-05,0.00018208762048743665,0.0,0.0,0.0,0.0
lbfgs,36,0.032571859657764435,0.00238517252728343,0.004438862204551697,0.02920558676123619,0.03524889051914215,0.0017591748619452119,-0.057771388441324234,0.0,0.1031050980091095,4.634317883756012e-05,0.00018208762048743665,0.0,0.0,0.0,0.0
lbfgs,37,0.032571859657764435,0.00238517252728343,0.004438862204551697,0.02920558676123619,0.03524889051914215,0.0017591748619452119,-0.057771388441324234,0.0,0.1031050980091095,4.634317883756012e-05,0.00018208762048743665,0.0,0.0,0.0,0.0
lbfgs,38,0.032571859657764435,0.00238517252728343,0.004438862204551697,0.02920558676123619,0.03524889051914215,0.0017591748619452119,-0.057771388441324234,0.0,0.1031050980091095,4.634317883756012e-05,0.00018208762048743665,0.0,0.0,0.0,0.0
lbfgs,39,0.032571859657764435,0.00238517252728343,0.004438862204551697,0.02920558676123619,0.03524889051914215,0.0017591748619452119,-0.057771388441324234,0.0,0.1031050980091095,4.634317883756012e-05,0.00018208762048743665,0.0,0.0,0.0,0.0
lbfgs,40,0.032571859657764435,0.00238517252728343,0.004438862204551697,0.02920558676123619,0.03524889051914215,0.0017591748619452119,-0.057771388441324234,0.0,0.1031050980091095,4.634317883756012e-05,0.00018208762048743665,0.0,0.0,0.0,0.0
lbfgs,41,0.032571859657764435,0.00238517252728343,0.004438862204551697,0.02920558676123619,0.03524889051914215,0.0017591748619452119,-0.057771388441324234,0.0,0.1031050980091095,4.634317883756012e-05,0.00018208762048743665,0.0,0.0,0.0,0.0
lbfgs,42,0.032571859657764435,0.00238517252728343,0.004438862204551697,0.02920558676123619,0.03524889051914215,0.0017591748619452119,-0.057771388441324234,0.0,0.1031050980091095,4.634317883756012e-05,0.00018208762048743665,0.0,0.0,0.0,0.0
lbfgs,43,0.032571859657764435,0.00238517252728343,0.004438862204551697,0.02920558676123619,0.03524889051914215,0.0017591748619452119,-0.057771388441324234,0.0,0.1031050980091095,4.634317883756012e-05,0.00018208762048743665,0.0,0.0,0.0,0.0
lbfgs,44,0.032571859657764435,0.00238517252728343,0.004438862204551697,0.02920558676123619,0.03524889051914215,0.0017591748619452119,-0.057771388441324234,0.0,0.1031050980091095,4.634317883756012e-05,0.00018208762048743665,0.0,0.0,0.0,0.0
lbfgs,45,0.032571859657764435,0.00238517252728343,0.004438862204551697,0.02920558676123619,0.03524889051914215,0.0017591748619452119,-0.057771388441324234,0.0,0.1031050980091095,4.634317883756012e-05,0.00018208762048743665,0.0,0.0,0.0,0.0
lbfgs,46,0.032571859657764435,0.00238517252728343,0.004438862204551697,0.02920558676123619,0.03524889051914215,0.0017591748619452119,-0.057771388441324234,0.0,0.1031050980091095,4.634317883756012e-05,0.00018208762048743665,0.0,0.0,0.0,0.0
lbfgs,47,0.032571859657764435,0.00238517252728343,0.004438862204551697,0.02920558676123619,0.03524889051914215,0.0017591748619452119,-0.057771388441324234,0.0,0.1031050980091095,4.634317883756012e-05,0.00018208762048743665,0.0,0.0,0.0,0.0
lbfgs,48,0.032571859657764435,0.00238517252728343,0.004438862204551697,0.02920558676123619,0.03524889051914215,0.0017591748619452119,-0.057771388441324234,0.0,0.1031050980091095,4.634317883756012e-05,0.00018208762048743665,0.0,0.0,0.0,0.0
lbfgs,49,0.032571859657764435,0.00238517252728343,0.004438862204551697,0.02920558676123619,0.03524889051914215,0.0017591748619452119,-0.057771388441324234,0.0,0.1031050980091095,4.634317883756012e-05,0.00018208762048743665,0.0,0.0,0.0,0.0
